category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary
Natural,Canada,Europe and North America,75,71,,Dinosaur Provincial Park," In addition to its particularly beautiful scenery, Dinosaur Provincial Park – located at the heart of the province of Alberta's badlands – contains some of the most important fossil discoveries ever made from the 'Age of Reptiles', in particular about 35 species of dinosaur, dating back some 75 million years. ",,1979,,0,,,-111.4922222,50.76777778,7825,(vii)(viii),N,ca,can,0
Cultural,Canada,Europe and North America,175,157,,S<U>G</U>ang Gwaay," The village of Ninstints (Nans Dins) is located on a small island off the west coast of the Queen Charlotte Islands (Haida Gwaii). Remains of houses, together with carved mortuary and memorial poles, illustrate the Haida people's art and way of life. The site commemorates the living culture of the Haida people and their relationship to the land and sea, and offers a visual key to their oral traditions. ",,1981,,0,,,-131.2202778,52.095,0,(iii),C,ca,can,0
Cultural,Canada,Europe and North America,176,158,,Head-Smashed-In Buffalo Jump," In south-west Alberta, the remains of marked trails and an aboriginal camp, and a tumulus where vast quantities of buffalo (American Bison) skeletons can still be found, are evidence of a custom practised by aboriginal peoples of the North American plains for nearly 6,000 years. Using their excellent knowledge of the topography and of buffalo behaviour, they killed their prey by chasing them over a precipice; the carcasses were later carved up in the camp below. ",,1981,,0,,,-113.6238889,49.74944444,4000,(vi),C,ca,can,0
Natural,Canada,Europe and North America,286,256,,Wood Buffalo National Park," Situated on the plains in the north-central region of Canada, the park (which covers 44,807 km2) is home to North America's largest population of wild bison. It is also the natural nesting place of the whooping crane. Another of the park's attractions is the world's largest inland delta, located at the mouth of the Peace and Athabasca rivers. ",,1983,,0,,,-112.2933333,59.35833333,4480000,(vii)(ix)(x),N,ca,can,0
Cultural,Canada,Europe and North America,336,300,,Historic District of Old Québec," Québec was founded by the French explorer Champlain in the early 17th century. It is the only North American city to have preserved its ramparts, together with the numerous bastions, gates and defensive works which still surround Old Québec. The Upper Town, built on the cliff, has remained the religious and administrative centre, with its churches, convents and other monuments like the Dauphine Redoubt, the Citadel and Château Frontenac. Together with the Lower Town and its ancient districts, it forms an urban ensemble which is one of the best examples of a fortified colonial city. ",,1985,,0,,,-71.21055556,46.80944444,135,(iv)(vi),C,ca,can,0
Natural,Canada,Europe and North America,342,304,Bis,Canadian Rocky Mountain Parks," The contiguous national parks of Banff, Jasper, Kootenay and Yoho, as well as the Mount Robson, Mount Assiniboine and Hamber provincial parks, studded with mountain peaks, glaciers, lakes, waterfalls, canyons and limestone caves, form a striking mountain landscape. The Burgess Shale fossil site, well known for its fossil remains of soft-bodied marine animals, is also found there. ",,1984,1990,0,,,-116.4797222,51.42472222,2299104,(vii)(viii),N,ca,can,0
Natural,Canada,Europe and North America,483,419,,Gros Morne National Park," Situated on the west coast of the island of Newfoundland, the park provides a rare example of the process of continental drift, where deep ocean crust and the rocks of the earth's mantle lie exposed. More recent glacial action has resulted in some spectacular scenery, with coastal lowland, alpine plateau, fjords, glacial valleys, sheer cliffs, waterfalls and many pristine lakes. ",,1987,,0,,,-57.53138889,49.6125,180500,(vii)(viii),N,ca,can,0
Natural,Canada,Europe and North America,812,686,Rev,Miguasha National Park," The palaeontological site of Miguasha National Park, in south-eastern Quebec on the southern coast of the Gaspé peninsula, is considered to be the world's most outstanding illustration of the Devonian Period known as the 'Age of Fishes'. Dating from 370 million years ago, the Upper Devonian Escuminac Formation represented here contains five of the six fossil fish groups associated with this period. Its significance stems from the discovery there of the highest number and best-preserved fossil specimens of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates – the tetrapods. "," <em>Criterion (viii):</em> In its representation of vertebrate life, Miguasha is the most outstanding fossil site in the world for illustrating the Devonian as the “Age of Fishes”. The area is of paramount importance in having the greatest number and best preserved fossil specimens found anywhere in the world of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates - the tetrapodes. ",1999,,0,,,-66.35305556,48.105,87.3,(viii),N,ca,can,0
Cultural,Canada,Europe and North America,875,741,,Old Town Lunenburg," Lunenburg is the best surviving example of a planned British colonial settlement in North America. Established in 1753, it has retained its original layout and overall appearance, based on a rectangular grid pattern drawn up in the home country. The inhabitants have managed to safeguard the city's identity throughout the centuries by preserving the wooden architecture of the houses, some of which date from the 18th century. ",,1995,,0,,,-64.30916667,44.37611111,33.85,(iv)(v),C,ca,can,0
Cultural,Canada,Europe and North America,1475,1221,,Rideau Canal," The Rideau Canal, a monumental early 19th-century construction covering 202 km of the Rideau and Cataraqui rivers from Ottawa south to Kingston Harbour on Lake Ontario, was built primarily for strategic military purposes at a time when Great Britain and the United States vied for control of the region. The site, one of the first canals to be designed specifically for steam-powered vessels, also features an ensemble of fortifications. It is the best-preserved example of a slackwater canal in North America, demonstrating the use of this European technology on a large scale. It is the only canal dating from the great North American canal-building era of the early 19th century to remain operational along its original line with most of its structures intact. ",,2007,,0,,,-75.765125,44.99438611,21454.81,(i)(iv),C,ca,can,0
Natural,Canada,Europe and North America,1516,1285,,Joggins Fossil Cliffs," The Joggins Fossil Cliffs, a 689 ha palaeontological site along the coast of Nova Scotia (eastern Canada), have been described as the &ldquo;coal age Gal&aacute;pagos&rdquo; due to their wealth of fossils from the Carboniferous period (354 to 290 million years ago). The rocks of this site are considered to be iconic for this period of the history of Earth and are the world&rsquo;s thickest and most comprehensive record of the Pennsylvanian strata (dating back 318 to 303 million years) with the most complete known fossil record of terrestrial life from that time. These include the remains and tracks of very early animals and the rainforest in which they lived, left in situ, intact and undisturbed. With its 14.7 km of sea cliffs, low bluffs, rock platforms and beach, the site groups remains of three ecosystems: estuarine bay, floodplain rainforest and fire prone forested alluvial plain with freshwater pools. It offers the richest assemblage known of the fossil life in these three ecosystems with 96 genera and 148 species of fossils and 20 footprint groups. The site is listed as containing outstanding examples representing major stages in the history of Earth. ",,2008,,0,,,-64.43583333,45.70972222,689,(viii),N,ca,can,0
Cultural,Canada,Europe and North America,1828,1404,,Landscape of Grand Pré," Situated in the southern Minas Basin of Nova Scotia, the Grand Pr&eacute; marshland and archaeological sites constitute a cultural landscape bearing testimony to the development of agricultural farmland using dykes and the <em>aboiteau </em>wooden sluice system, started by the Acadians in the 17th century and further developed and maintained by the Planters and present-day inhabitants. Over 1,300&nbsp;ha, the cultural landscape encompasses a large expanse of polder farmland and archaeological elements of the towns of Grand Pr&eacute; and Hortonville, which were built by the Acadians and their successors. The landscape is an exceptional example of the adaptation of the first European settlers to the conditions of the North American Atlantic coast. The site &ndash; marked by one of the most extreme tidal ranges in the world, averaging 11.6&nbsp;m &ndash; is also inscribed as a memorial to Acadian way of life and deportation, which started in 1755, known as the <em>Grand D&eacute;rangement.</em> ","<p align=""left"">The Landscape of Grand Pr&eacute; is an outstanding example and enduring model of the human capacity to overcome extraordinary natural challenges and cultural ordeals. ",2012,,0,,,-64.30722222,45.11833333,1323.24,(v)(vi),C,ca,can,0
